row number,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,response
53,498.7819028,64.3589552,0.43787568,1.025452186,19.60650888,339.699024,1326.443808,50.66777169,221.92375,35.64156084,669.9515287,7
54,514.8716416,72.4038246,0.4644136,0.93222926,15.4788228,630.869616,1747.023552,50.67288449,221.2553049,27.1185789,669.9515287,6
55,547.0511192,80.448694,0.78286864,0.839006334,50.56415448,614.693472,2135.251008,50.77002754,203.8757342,29.44302852,559.3173313,6
56,555.0959886,100.5608675,0.4644136,1.211898038,13.41497976,469.108176,3089.643504,50.65754611,209.2232944,40.29046008,676.097873,6
57,579.2305968,84.4711287,0.45114464,11.09352819,14.79087512,598.517328,3445.518672,50.93363689,206.5495143,38.740827,590.0490528,6
58,482.692164,76.4262593,0.34499296,11.55964282,16.51074432,808.8072,2377.893168,50.98476482,220.5868599,27.89339544,547.0246427,6
59,530.9613804,152.8525186,0.1990344,4.288254596,15.13484896,404.4036,1261.739232,50.77514033,207.8864043,29.44302852,626.9271186,6
60,595.3203356,80.448694,0.47768256,1.118675112,13.07100592,711.750336,1795.551984,50.74957637,224.5975301,26.34376236,608.4880857,6
61,547.0511192,88.4935634,0.31845504,4.567923374,31.64559328,485.28432,1989.665712,50.87739618,202.5388441,35.64156084,528.5856098,6
62,482.692164,76.4262593,0.34499296,11.55964282,16.51074432,808.8072,2377.893168,50.98476482,220.5868599,27.89339544,547.0246427,6
63,563.140858,189.0544309,0.09288272,1.025452186,12.0390844,274.994448,2442.597744,50.66777169,201.8703991,26.34376236,645.3661515,5
64,530.9613804,152.8525186,0.1990344,4.288254596,15.13484896,404.4036,1261.739232,50.77514033,207.8864043,29.44302852,626.9271186,6
65,579.2305968,96.5384328,0.35826192,1.305120964,13.07100592,501.460464,1973.489568,50.75468916,210.5601845,35.64156084,633.0734629,6
66,498.7819028,140.7852145,0.03980688,1.118675112,22.01432576,469.108176,1941.13728,50.79047871,215.2392997,41.84009316,559.3173313,5
67,514.8716416,104.5833022,0.31845504,5.966267264,13.7589536,436.755888,2005.841856,50.63198215,215.2392997,37.96601046,774.4393818,7
68,539.0062498,100.5608675,0.17249648,1.118675112,14.10292744,1310.267664,2814.649056,50.71889962,209.8917394,32.54229468,602.3417414,5
69,539.0062498,92.5159981,0.41133776,1.957681446,15.82279664,485.28432,1552.909824,50.74957637,222.592195,49.58825856,657.6588401,8
70,595.3203356,96.5384328,0.38479984,9.415515526,17.198692,339.699024,1698.49512,50.93363689,209.2232944,27.1185789,583.9027085,5
71,498.7819028,108.6057369,0.57056528,7.271388228,19.26253504,776.454912,3946.979136,50.90296014,207.2179593,39.51564354,553.170987,6
72,547.0511192,120.673041,0.30518608,4.288254596,20.98240424,816.895272,3858.010344,50.91318572,221.92375,46.4889924,583.9027085,5
73,482.692164,108.6057369,0.37153088,4.474700448,21.67035192,501.460464,3251.404944,50.94386248,246.6562161,55.01197434,614.63443,5
74,691.8587684,92.5159981,0.61037216,0.93222926,18.57458736,145.585296,1164.682368,50.82626825,197.1912839,37.96601046,559.3173313,6
75,539.0062498,92.5159981,0.41133776,1.957681446,15.82279664,485.28432,1552.909824,50.74957637,222.592195,49.58825856,657.6588401,8
76,595.3203356,96.5384328,0.38479984,9.415515526,17.198692,339.699024,1698.49512,50.93363689,209.2232944,27.1185789,583.9027085,5
77,571.1857274,72.4038246,0.47768256,1.305120964,14.79087512,501.460464,1407.324528,50.60641819,217.9130798,28.66821198,780.5857261,7
78,563.140858,128.7179104,0.45114464,1.211898038,14.44690128,323.52288,1116.153936,50.67799728,221.2553049,50.3630751,737.561316,7
79,595.3203356,72.4038246,0.3980688,8.203617488,22.01432576,420.579744,1666.142832,50.9285241,196.5228388,43.38972624,571.6100199,5
80,539.0062498,217.2114738,0.37153088,5.034038004,20.6384304,339.699024,1698.49512,50.86717059,218.5815248,28.66821198,553.170987,5
81,547.0511192,88.4935634,0.41133776,1.305120964,18.23061352,549.988896,1844.080416,50.76491475,226.6028652,59.66087358,651.5124958,6
82,571.1857274,80.448694,0.45114464,14.91566816,17.198692,824.983344,2685.239904,51.05123112,214.5708546,46.4889924,565.4636756,6
83,571.1857274,136.7627798,0.2653792,5.686598486,21.67035192,760.278768,2652.887616,50.85183222,211.8970745,32.54229468,614.63443,5
84,587.2754662,88.4935634,0.3980688,7.644279932,16.16677048,679.398048,3348.461808,50.95408806,222.592195,35.64156084,583.9027085,6
85,571.1857274,172.9646921,0.80940656,11.00030527,15.4788228,873.511776,2507.30232,50.9949904,207.8864043,34.8667443,534.7319541,5
86,571.1857274,176.9871268,0.82267552,11.00030527,15.13484896,841.159488,2458.773888,51.00010319,208.5548494,35.64156084,534.7319541,6
87,579.2305968,156.8749533,0.83594448,10.25452186,15.13484896,889.68792,2523.478464,50.9949904,206.5495143,34.09192776,534.7319541,6
88,547.0511192,100.5608675,0.41133776,12.39864916,17.198692,1116.153936,3267.581088,50.98476482,215.2392997,37.19119392,596.1953971,6
89,571.1857274,172.9646921,0.80940656,11.00030527,15.4788228,873.511776,2507.30232,50.9949904,207.8864043,34.8667443,534.7319541,5
90,571.1857274,176.9871268,0.82267552,11.00030527,15.13484896,841.159488,2458.773888,51.00010319,208.5548494,35.64156084,534.7319541,6
91,579.2305968,156.8749533,0.83594448,10.25452186,15.13484896,889.68792,2523.478464,50.9949904,206.5495143,34.09192776,534.7319541,6
92,490.7370334,108.6057369,0.57056528,6.99171945,16.85471816,1051.44936,3930.802992,50.90807293,208.5548494,36.41637738,553.170987,5
93,555.0959886,96.5384328,0.43787568,1.584789742,12.0390844,760.278768,2199.955584,50.61664377,217.9130798,30.9926616,774.4393818,7
94,555.0959886,84.4711287,0.43787568,1.678012668,11.69511056,776.454912,2199.955584,50.61153098,217.2446348,31.76747814,774.4393818,7
95,603.365205,68.3813899,0.42460672,1.584789742,13.7589536,824.983344,2394.069312,50.69844845,214.5708546,34.09192776,706.8295945,7
96,571.1857274,104.5833022,0.38479984,11.55964282,15.13484896,1002.920928,3882.27456,50.96942644,203.2072891,32.54229468,565.4636756,6
97,482.692164,136.7627798,0.87575136,14.82244523,15.82279664,420.579744,2652.887616,51.02055436,209.8917394,38.740827,540.8782984,6
98,691.8587684,106.5945196,0.47768256,1.118675112,11.69511056,242.64216,1294.09152,50.68311007,197.1912839,27.89339544,700.6832502,7
99,788.3972012,144.8076492,0.61037216,9.78840723,13.07100592,64.704576,1342.619952,50.90296014,193.1806137,23.2444962,620.7807743,4
100,482.692164,136.7627798,0.87575136,14.82244523,15.82279664,420.579744,2652.887616,51.02055436,209.8917394,38.740827,540.8782984,6
101,595.3203356,100.5608675,0.49095152,12.58509501,20.6384304,841.159488,3105.819648,51.00010319,200.533509,34.09192776,559.3173313,5
102,571.1857274,48.2692164,0.42460672,8.949400896,18.57458736,1035.273216,2620.535328,50.93363689,227.2713102,31.76747814,577.7563642,5
103,482.692164,84.4711287,0.31845504,11.27997405,17.198692,889.68792,2652.887616,50.97453923,223.26064,30.21784506,577.7563642,5
104,603.365205,122.6842584,0.5307584,17.61913301,20.29445656,711.750336,2749.94448,51.127923,199.865064,35.64156084,553.170987,5
105,595.3203356,100.5608675,0.49095152,12.58509501,20.6384304,841.159488,3105.819648,51.00010319,200.533509,34.09192776,559.3173313,5
106,587.2754662,52.2916511,0.42460672,13.42410134,17.54266584,549.988896,1763.199696,50.9949904,213.9024096,27.1185789,565.4636756,6
107,571.1857274,48.2692164,0.42460672,8.949400896,18.57458736,1035.273216,2620.535328,50.93363689,227.2713102,31.76747814,577.7563642,5
108,571.1857274,92.5159981,0.4644136,15.38178279,13.7589536,970.56864,2766.120624,51.07679508,211.2286295,45.71417586,559.3173313,6
109,571.1857274,92.5159981,0.4644136,15.38178279,13.7589536,970.56864,2766.120624,51.07679508,211.2286295,45.71417586,559.3173313,6
110,555.0959886,132.7403451,0.37153088,1.211898038,17.54266584,598.517328,3024.938928,50.75468916,218.5815248,46.4889924,633.0734629,5
111,522.916511,68.3813899,0.71652384,7.92394871,28.20585488,1035.273216,2636.711472,50.91829852,193.1806137,30.21784506,540.8782984,6
112,579.2305968,108.6057369,0.61037216,17.47929863,17.88663968,727.92648,4124.91672,51.127923,203.2072891,40.29046008,547.0246427,5
113,579.2305968,124.6954757,0.663448,12.39864916,19.26253504,1099.977792,3154.34808,51.03589274,201.201954,36.41637738,565.4636756,5
114,539.0062498,164.9198227,0.45114464,8.576509192,16.85471816,469.108176,2426.4216,50.96431365,215.2392997,39.51564354,559.3173313,5
115,539.0062498,164.9198227,0.45114464,8.576509192,16.85471816,469.108176,2426.4216,50.96431365,215.2392997,39.51564354,559.3173313,5
116,442.467817,195.088083,0,1.39834389,22.3582996,129.409152,1666.142832,50.82115546,242.6455459,30.9926616,596.1953971,4
117,482.692164,124.6954757,0.31845504,3.076356558,14.10292744,404.4036,2313.188592,50.68822286,221.2553049,34.09192776,694.5369059,6
118,563.140858,56.3140858,0.5307584,1.584789742,12.0390844,258.818304,1374.97224,50.67288449,213.2339646,32.54229468,725.2686274,6
119,579.2305968,124.6954757,0.663448,12.39864916,19.26253504,1099.977792,3154.34808,51.03589274,201.201954,36.41637738,565.4636756,5
120,587.2754662,128.7179104,0.63691008,12.39864916,20.6384304,922.040208,3170.524224,51.03589274,203.2072891,38.740827,565.4636756,5
121,474.6472946,144.8076492,0.05307584,5.313706782,15.82279664,339.699024,1407.324528,50.79047871,215.2392997,39.51564354,626.9271186,5
122,627.4998132,96.5384328,0.42460672,11.37319697,18.57458736,679.398048,2232.307872,51.04611832,201.201954,41.84009316,540.8782984,5
123,595.3203356,64.3589552,0.41133776,6.385770431,20.29445656,501.460464,2119.074864,50.88250897,219.9184149,26.34376236,596.1953971,5
124,555.0959886,76.4262593,0.37153088,4.6611463,19.95048272,226.466016,2361.717024,50.88250897,219.9184149,27.89339544,559.3173313,6
125,514.8716416,52.2916511,0.62364112,1.491566816,31.64559328,647.04576,2555.830752,50.75980195,214.5708546,27.89339544,602.3417414,6
126,539.0062498,76.4262593,0.47768256,1.025452186,8.94331984,1019.097072,2313.188592,50.67799728,218.5815248,37.19119392,676.097873,6
127,595.3203356,156.8749533,0.30518608,6.52560482,11.35113672,469.108176,2038.194144,50.82115546,209.8917394,32.54229468,645.3661515,5
128,522.916511,96.5384328,0.42460672,7.084942376,13.07100592,776.454912,3283.757232,50.91318572,230.6135354,41.84009316,596.1953971,7
129,490.7370334,120.673041,0.74306176,2.610241928,15.13484896,760.278768,2895.529776,50.73935079,220.5868599,44.16454278,669.9515287,7
130,490.7370334,120.673041,0.74306176,2.517019002,15.82279664,744.102624,2976.410496,50.73935079,221.2553049,44.16454278,669.9515287,6
131,458.5575558,104.5833022,0.331724,9.695184304,6.8794768,113.233008,922.040208,50.82115546,226.6028652,28.66821198,651.5124958,5
132,522.916511,96.5384328,0.42460672,7.084942376,13.07100592,776.454912,3283.757232,50.91318572,230.6135354,41.84009316,596.1953971,7
133,522.916511,170.9534748,0.5307584,12.21220331,13.07100592,954.392496,3898.450704,51.02055436,215.9077447,44.16454278,553.170987,5
134,530.9613804,96.5384328,0.35826192,14.72922231,12.0390844,744.102624,3041.115072,51.03589274,216.5761897,39.51564354,565.4636756,5
135,547.0511192,108.6057369,0.29191712,7.551057006,11.69511056,889.68792,3283.757232,50.9285241,213.2339646,40.29046008,547.0246427,5
136,539.0062498,108.6057369,0.41133776,14.63599938,12.38305824,711.750336,2895.529776,51.02055436,217.9130798,43.38972624,590.0490528,5
137,659.6792908,92.5159981,0.5307584,1.118675112,9.28729368,582.341184,1957.313424,50.71889962,208.5548494,29.44302852,657.6588401,6
138,571.1857274,148.8300839,0.88902032,9.78840723,15.4788228,792.631056,2507.30232,51.00010319,211.2286295,34.09192776,534.7319541,5
139,547.0511192,76.4262593,0.47768256,1.771235594,12.0390844,485.28432,1552.909824,50.70356124,210.5601845,41.84009316,663.8051844,7
140,651.6344214,112.6281716,0.51748944,1.771235594,9.97524136,291.170592,1277.915376,50.73423799,215.9077447,40.29046008,725.2686274,6
141,506.8267722,124.6954757,0.45114464,2.050904372,15.4788228,323.52288,1245.563088,50.75468916,220.5868599,33.31711122,626.9271186,5
142,571.1857274,148.8300839,0.88902032,9.78840723,15.4788228,792.631056,2507.30232,51.00010319,211.2286295,34.09192776,534.7319541,5
143,635.5446826,84.4711287,0.5307584,1.118675112,13.41497976,614.693472,1730.847408,50.71889962,214.5708546,41.84009316,663.8051844,6
144,683.813899,84.4711287,0.54402736,4.008585818,12.38305824,388.227456,1601.438256,50.85694501,212.5655195,41.06527662,596.1953971,6
145,651.6344214,80.448694,0.5307584,1.86445852,12.72703208,307.346736,1407.324528,50.72401241,208.5548494,41.84009316,688.3905616,6
146,506.8267722,102.5720849,0.49095152,1.025452186,13.7589536,598.517328,1844.080416,50.64220773,200.533509,30.21784506,669.9515287,6
147,450.5126864,64.3589552,0.35826192,1.305120964,15.13484896,857.335632,2717.592192,50.70867403,219.2499698,28.66821198,620.7807743,6
148,514.8716416,239.3348647,0.18576544,4.847592152,19.95048272,242.64216,1569.085968,50.87739618,225.9344201,27.89339544,553.170987,4
149,506.8267722,136.7627798,0.43787568,4.288254596,11.69511056,307.346736,1294.09152,50.70356124,225.9344201,44.93935932,737.561316,7
150,555.0959886,100.5608675,0.3980688,3.822139966,18.57458736,372.051312,1876.432704,50.82115546,199.865064,29.44302852,577.7563642,6
151,635.5446826,88.4935634,0.50422048,7.45783408,14.79087512,744.102624,2458.773888,50.79047871,208.5548494,24.79412928,706.8295945,7
152,611.4100744,72.4038246,0.61037216,9.508738452,18.9185612,938.216352,2183.77944,50.96431365,209.8917394,33.31711122,608.4880857,6
153,555.0959886,100.5608675,0.3980688,3.822139966,18.57458736,372.051312,1876.432704,50.82115546,199.865064,29.44302852,577.7563642,6
154,579.2305968,72.4038246,0.54402736,1.118675112,16.51074432,663.221904,1569.085968,50.71378682,209.8917394,34.8667443,639.2198072,5
155,659.6792908,92.5159981,0.5307584,6.99171945,16.85471816,194.113728,1229.386944,50.95408806,204.5441792,65.08458936,596.1953971,6
156,595.3203356,96.5384328,0.55729632,13.05120964,22.70227344,776.454912,3202.876512,51.02055436,193.1806137,32.54229468,547.0246427,6
157,595.3203356,96.5384328,0.55729632,13.05120964,22.70227344,776.454912,3202.876512,51.02055436,193.1806137,32.54229468,547.0246427,6
158,490.7370334,128.7179104,0.31845504,1.39834389,12.38305824,614.693472,2005.841856,50.60641819,219.9184149,32.54229468,762.1466932,7
159,418.3332088,176.9871268,0.05307584,1.305120964,12.38305824,695.574192,1924.961136,50.58596702,224.5975301,25.56894582,743.7076603,8
160,418.3332088,176.9871268,0.05307584,1.305120964,12.38305824,695.574192,1924.961136,50.58596702,224.5975301,25.56894582,743.7076603,8
161,490.7370334,128.7179104,0.31845504,1.39834389,12.38305824,614.693472,2005.841856,50.60641819,219.9184149,32.54229468,762.1466932,7
162,514.8716416,88.4935634,0.74306176,13.51732427,18.9185612,436.755888,2572.006896,51.02566715,199.1966189,30.9926616,559.3173313,5
163,506.8267722,144.8076492,0.3980688,4.474700448,16.85471816,226.466016,1374.97224,50.78025312,219.2499698,30.21784506,651.5124958,5
164,595.3203356,96.5384328,0.55729632,13.05120964,22.70227344,776.454912,3202.876512,51.02055436,193.1806137,32.54229468,547.0246427,6
165,539.0062498,96.5384328,0.4644136,12.21220331,17.198692,1035.273216,3316.10952,50.97453923,210.5601845,38.740827,583.9027085,5
166,563.140858,92.5159981,0.47768256,12.11898038,17.54266584,1164.682368,2863.177488,50.98476482,211.2286295,37.96601046,602.3417414,5
167,675.7690296,108.6057369,0.61037216,8.110394562,16.51074432,630.869616,3186.700368,50.9949904,209.8917394,45.71417586,590.0490528,6
168,539.0062498,185.0319962,0.23884128,2.237350224,11.69511056,404.4036,1585.262112,50.5961926,205.8810692,34.09192776,774.4393818,7
169,603.365205,116.6506063,0.41133776,8.343451877,18.9185612,323.52288,2442.597744,50.96431365,205.8810692,41.84009316,571.6100199,5
170,788.3972012,168.9422574,0.63691008,9.182458211,11.69511056,80.88072,1779.37584,50.91318572,191.8437236,22.46967966,614.63443,5
171,571.1857274,120.673041,0.61037216,1.39834389,22.70227344,469.108176,2151.427152,50.64732052,208.5548494,41.84009316,780.5857261,6
172,635.5446826,76.4262593,0.5971032,1.39834389,15.4788228,274.994448,1552.909824,50.70356124,209.2232944,30.21784506,676.097873,6
173,611.4100744,193.0768656,0.49095152,0.745783408,12.72703208,64.704576,1617.6144,50.62686935,202.5388441,30.21784506,700.6832502,4
174,506.8267722,88.4935634,0.57056528,4.241643133,13.07100592,501.460464,2102.89872,50.70867403,223.9290851,25.56894582,706.8295945,7
175,603.365205,108.6057369,0.41133776,16.5004579,17.54266584,533.812752,2798.472912,51.07679508,206.5495143,49.58825856,626.9271186,5
176,555.0959886,92.5159981,0.5307584,6.99171945,13.7589536,808.8072,2442.597744,50.75468916,207.8864043,20.92004658,700.6832502,6
177,579.2305968,128.7179104,0.62364112,4.754369226,15.13484896,307.346736,1051.44936,50.66777169,202.5388441,31.76747814,774.4393818,4
178,474.6472946,92.5159981,0.3980688,12.02575745,18.57458736,922.040208,2749.94448,50.98476482,219.2499698,30.21784506,577.7563642,5
179,482.692164,269.5031249,0.09288272,1.118675112,20.6384304,145.585296,1747.023552,50.77514033,207.8864043,27.1185789,534.7319541,4
180,514.8716416,100.5608675,0.42460672,5.12726093,16.85471816,663.221904,2847.001344,50.87228339,213.2339646,52.68752472,565.4636756,6
181,514.8716416,132.7403451,0.41133776,5.12726093,16.51074432,679.398048,2798.472912,50.87739618,213.2339646,51.13789164,571.6100199,6
182,571.1857274,136.7627798,0.1990344,1.118675112,18.23061352,986.744784,2960.234352,50.80070429,206.5495143,33.31711122,565.4636756,5
183,547.0511192,112.6281716,0.5307584,20.50904372,16.51074432,776.454912,2701.416048,51.17905092,195.8543938,38.740827,534.7319541,5
184,555.0959886,108.6057369,0.5307584,13.05120964,17.198692,1035.273216,3671.984688,51.02055436,212.5655195,44.93935932,590.0490528,6
185,547.0511192,104.5833022,0.74306176,11.09352819,14.79087512,1035.273216,3655.808544,50.97453923,201.8703991,48.81344202,571.6100199,5
186,547.0511192,116.6506063,0.74306176,11.09352819,14.79087512,1067.625504,3720.51312,50.98476482,201.8703991,48.81344202,571.6100199,5
187,539.0062498,96.5384328,0.54402736,8.762955044,13.7589536,792.631056,2685.239904,50.89273455,208.5548494,47.26380894,608.4880857,6
188,474.6472946,120.673041,0.30518608,3.915362892,13.07100592,679.398048,1924.961136,50.73935079,210.5601845,38.740827,676.097873,5
189,547.0511192,213.1890391,0.4644136,3.542471188,11.69511056,420.579744,1763.199696,50.64732052,217.9130798,44.16454278,780.5857261,8
190,522.916511,112.6281716,0.37153088,7.92394871,16.16677048,873.511776,3396.99024,50.93363689,206.5495143,41.84009316,547.0246427,4
191,530.9613804,112.6281716,0.37153088,7.92394871,17.88663968,889.68792,3413.166384,50.93363689,206.5495143,42.6149097,547.0246427,6
192,547.0511192,112.6281716,0.5307584,20.50904372,16.51074432,776.454912,2701.416048,51.17905092,195.8543938,38.740827,534.7319541,5
193,547.0511192,112.6281716,0.47768256,7.45783408,15.4788228,452.932032,1989.665712,50.75980195,201.8703991,28.66821198,700.6832502,6
194,530.9613804,60.3365205,0.45114464,4.754369226,18.9185612,549.988896,2022.018,50.83138105,224.5975301,32.54229468,590.0490528,5
195,514.8716416,116.6506063,0.58383424,3.356025336,68.794768,1213.2108,2927.882064,50.83138105,201.8703991,31.76747814,559.3173313,5
196,514.8716416,120.673041,0.5971032,3.26280241,67.76284648,1229.386944,2911.70592,50.83138105,201.8703991,30.21784506,559.3173313,6
197,514.8716416,116.6506063,0.58383424,3.356025336,67.76284648,1213.2108,2960.234352,50.83138105,201.201954,29.44302852,559.3173313,5
198,547.0511192,104.5833022,0.31845504,7.271388228,17.88663968,873.511776,3461.694816,50.9285241,209.2232944,36.41637738,547.0246427,5
199,571.1857274,128.7179104,0.31845504,12.21220331,17.198692,841.159488,3299.933376,51.02566715,207.2179593,37.96601046,540.8782984,5
200,547.0511192,104.5833022,0.31845504,7.271388228,17.88663968,873.511776,3461.694816,50.9285241,209.2232944,36.41637738,547.0246427,5
201,547.0511192,108.6057369,0.34499296,15.00889109,16.85471816,889.68792,3170.524224,51.04611832,210.5601845,38.740827,571.6100199,5
202,571.1857274,128.7179104,0.31845504,12.21220331,17.198692,841.159488,3299.933376,51.02566715,207.2179593,37.96601046,540.8782984,5
203,555.0959886,217.2114738,0.42460672,12.30542623,17.198692,857.335632,3817.569984,50.98987761,213.9024096,38.740827,590.0490528,5
